Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cost,Profit_precent
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,122.352,3,0.2,15.294,107.058,14%
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,116.28,3,0,56.9772,59.3028,96%
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,132.6,6,0,17.238,115.362,15%
Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Supplies,16.68,2,0,4.3368,12.3432,35%
Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Paper,19.44,3,0,9.3312,10.1088,92%
Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Paper,192.16,4,0,92.2368,99.9232,92%
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,227.36,7,0,81.8496,145.5104,56%
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,1919.976,3,0.2,215.9973,1703.9787,13%
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,12.828,2,0.7,-8.9796,21.8076,-41%
First Class,Corporate,United States,Lakewood,Ohio,44107,East,Furniture,Furnishings,45.888,4,0.2,9.1776,36.7104,25%
Second Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Art,60.12,9,0,22.2444,37.8756,59%
Standard Class,Consumer,United States,Wilmington,North Carolina,28403,South,Technology,Phones,302.376,3,0.2,37.797,264.579,14%
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,13.9,5,0,5.56,8.34,67%
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,129.98,2,0,62.3904,67.5896,92%
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Technology,Accessories,71.98,2,0,15.1158,56.8642,27%
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,377.97,3,0,109.6113,268.3587,41%
Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Office Supplies,Storage,124.36,2,0,33.5772,90.7828,37%
Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Furnishings,23.976,3,0.6,-14.3856,38.3616,-38%
Second Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Fasteners,8.376,3,0.2,2.7222,5.6538,48%
Second Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Appliances,58.24,5,0.2,5.096,53.144,10%
Second Class,Consumer,United States,Alexandria,Virginia,22304,South,Office Supplies,Storage,81.2,5,0,12.18,69.02,18%
Standard Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Labels,14.45,5,0,6.7915,7.6585,89%
Standard Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Binders,95.648,2,0.2,31.0856,64.5624,48%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,359.97,5,0.4,-71.994,431.964,-17%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,350.352,4,0.4,-140.1408,490.4928,-29%
First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,1.641,1,0.7,-1.3128,2.9538,-44%
First Class,Consumer,United States,Toledo,Ohio,43615,East,Technology,Phones,629.958,7,0.4,94.4937,535.4643,18%
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,6.63,3,0,1.7901,4.8399,37%
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,799.96,4,0,343.9828,455.9772,75%
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,107.53,1,0,21.506,86.024,25%
Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Technology,Phones,73.98,2,0,19.9746,54.0054,37%
Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Office Supplies,Art,5.58,1,0,2.1762,3.4038,64%
Second Class,Consumer,United States,Las Cruces,New Mexico,88001,West,Office Supplies,Paper,49.12,4,0,23.0864,26.0336,89%
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Phones,377.97,3,0,94.4925,283.4775,33%
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,42.28,7,0,19.8716,22.4084,89%
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,Bookcases,299.97,3,0,56.9943,242.9757,23%
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Phones,89.98,2,0,43.1904,46.7896,92%
First Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,Supplies,477.24,4,0,9.5448,467.6952,2%
First Class,Corporate,United States,Hoover,Alabama,35244,South,Technology,Accessories,25.98,2,0,1.5588,24.4212,6%
Second Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Envelopes,46.72,5,0.2,17.52,29.2,60%
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,35.34,2,0,13.4292,21.9108,61%
Second Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Furnishings,257.64,6,0,100.4796,157.1604,64%
Second Class,Corporate,United States,San Francisco,California,94122,West,Technology,Phones,125.976,3,0.2,47.241,78.735,60%
Second Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,79.992,1,0.2,21.9978,57.9942,38%
Standard Class,Consumer,United States,Franklin,Massachusetts,2038,East,Furniture,Tables,700.056,3,0.3,-130.0104,830.0664,-16%
Standard Class,Home Office,United States,Frisco,Texas,75034,Central,Technology,Accessories,27.168,4,0.2,-1.3584,28.5264,-5%
Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Binders,8.226,3,0.7,-6.0324,14.2584,-42%
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,585.552,3,0.2,73.194,512.358,14%
Second Class,Consumer,United States,Vacaville,California,95687,West,Office Supplies,Storage,423.28,11,0,110.0528,313.2272,35%
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Chairs,225.296,2,0.2,22.5296,202.7664,11%
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,5.56,2,0,2.224,3.336,67%
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,323.37,3,0,129.348,194.022,67%
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,783.96,5,0.2,68.5965,715.3635,10%
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,1447.65,5,0,419.8185,1027.8315,41%
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,11.96,2,0,5.8604,6.0996,96%
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,239.97,3,0,71.991,167.979,43%
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,76.92,4,0,31.5372,45.3828,69%
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,481.32,4,0,125.1432,356.1768,35%
First Class,Home Office,United States,Murray,Utah,84107,West,Office Supplies,Paper,48.4,5,0,23.232,25.168,92%
First Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,0.99,1,0,0.4356,0.5544,79%
First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,101.84,5,0.2,36.917,64.923,57%
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,10.332,3,0.7,-7.5768,17.9088,-42%
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,31.155,5,0.7,-23.8855,55.0405,-43%
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,8.928,2,0.2,0.6696,8.2584,8%
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,34.384,1,0.2,3.8682,30.5158,13%
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,1924.16,8,0.2,312.676,1611.484,19%
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,32.192,2,0.8,-80.48,112.672,-71%
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Technology,Accessories,50.12,7,0.2,-0.6265,50.7465,-1%
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Technology,Accessories,47.976,3,0.2,1.7991,46.1769,4%
Standard Class,Consumer,United States,Waukesha,Wisconsin,53186,Central,Office Supplies,Storage,54.5,5,0,14.17,40.33,35%
First Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Furniture,Furnishings,19.104,3,0.2,5.7312,13.3728,43%
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,49.44,3,0,24.2256,25.2144,96%
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,10.368,2,0.2,3.6288,6.7392,54%
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Storage,154.44,3,0,1.5444,152.8956,1%
Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Appliances,60.984,7,0.2,4.5738,56.4102,8%
Second Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Bookcases,195.466,2,0.15,-13.7976,209.2636,-7%
Standard Class,Corporate,United States,Pompano Beach,Florida,33068,South,Furniture,Furnishings,23.68,8,0.2,6.216,17.464,36%
Standard Class,Corporate,United States,Pompano Beach,Florida,33068,South,Technology,Accessories,2.376,3,0.2,0.7425,1.6335,45%
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,59.2,4,0,29.6,29.6,100%
Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Art,22,10,0,9.68,12.32,79%
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Technology,Phones,257.98,2,0,74.8142,183.1658,41%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,23.988,2,0.4,-15.992,39.98,-40%
Standard Class,Corporate,United States,Troy,Ohio,45373,East,Technology,Phones,23.976,4,0.4,-15.5844,39.5604,-39%
First Class,Home Office,United States,Los Angeles,California,90036,West,Furniture,Chairs,601.536,4,0.2,0,601.536,0%
First Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Fasteners,7.9,2,0,2.528,5.372,47%
Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Furniture,Furnishings,58.36,5,0.6,-24.803,83.163,-30%
Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Art,16.464,7,0.2,1.4406,15.0234,10%
Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Furniture,Furnishings,39.96,5,0.6,-23.976,63.936,-38%
First Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Appliances,25.96,2,0,7.5284,18.4316,41%
First Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Appliances,36.27,3,0,10.881,25.389,43%
First Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,6.48,1,0,3.1104,3.3696,92%
Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Technology,Phones,1075.088,14,0.2,94.0702,981.0178,10%
Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Technology,Phones,438.368,4,0.2,38.3572,400.0108,10%
Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Office Supplies,Binders,18.088,7,0.2,6.5569,11.5311,57%
Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Furniture,Bookcases,308.499,3,0.15,-18.147,326.646,-6%
Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Art,13.36,4,0,4.1416,9.2184,45%
Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,39.96,2,0,18.7812,21.1788,89%
Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,145.85,5,0,70.008,75.842,92%
First Class,Corporate,United States,Miami,Florida,33180,South,Technology,Phones,783.96,5,0.2,78.396,705.564,11%
First Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Art,7.88,1,0.2,1.773,6.107,29%
Standard Class,Consumer,United States,Las Cruces,New Mexico,88001,West,Furniture,Furnishings,41.37,3,0,17.3754,23.9946,72%
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,12.84,3,0,5.778,7.062,82%
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,25.68,6,0,11.556,14.124,82%
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Chairs,47.516,2,0.3,-2.0364,49.5524,-4%
Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Fasteners,9.42,2,0,0.471,8.949,5%
Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,12.96,2,0,6.2208,6.7392,92%
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Bookcases,704.9,5,0,56.392,648.508,9%
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,561.568,2,0.2,28.0784,533.4896,5%
Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Paper,179.82,9,0,84.5154,95.3046,89%
Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,185.58,6,0,76.0878,109.4922,69%
Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Tables,214.11,3,0,36.3987,177.7113,20%
Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,999.96,4,0,229.9908,769.9692,30%
Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Tables,653.55,3,0,111.1035,542.4465,20%
Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Office Supplies,Binders,114.6,5,0,51.57,63.03,82%
Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Furniture,Chairs,60.74,1,0,15.185,45.555,33%
Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Furniture,Furnishings,124.36,2,0,27.3592,97.0008,28%
Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Office Supplies,Storage,1088.76,6,0,315.7404,773.0196,41%
First Class,Consumer,United States,Encinitas,California,92024,West,Office Supplies,Binders,6.72,5,0.2,2.352,4.368,54%
First Class,Consumer,United States,Encinitas,California,92024,West,Furniture,Tables,298.776,3,0.2,7.4694,291.3066,3%
Standard Class,Consumer,United States,Anaheim,California,92804,West,Technology,Phones,302.376,3,0.2,22.6782,279.6978,8%
First Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Art,8.928,2,0.2,0.558,8.37,7%
First Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,47.584,2,0.2,-2.974,50.558,-6%
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Paper,33.792,8,0.2,10.56,23.232,45%
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Bookcases,300.5328,2,0.32,-97.2312,397.764,-24%
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Binders,2.724,2,0.8,-4.3584,7.0824,-62%
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,3.264,2,0.2,1.1016,2.1624,51%
First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,108.336,6,0.2,37.9176,70.4184,54%
First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Storage,55.92,5,0.2,6.291,49.629,13%
First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,78.304,2,0.2,29.364,48.94,60%
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Storage,443.92,5,0.2,-94.333,538.253,-18%
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Phones,155.976,3,0.2,54.5916,101.3844,54%
Second Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,Art,15.47,7,0,4.1769,11.2931,37%
Second Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,Binders,7.16,2,0,3.4368,3.7232,92%
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,10.89,1,0,2.8314,8.0586,35%
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,19.44,3,0,9.3312,10.1088,92%
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,121.6,5,0.2,39.52,82.08,48%
First Class,Consumer,United States,Tallahassee,Florida,32303,South,Technology,Machines,695.7,2,0.5,-27.828,723.528,-4%
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,120.33,1,0,31.2858,89.0442,35%
Standard Class,Home Office,United States,Chesapeake,Virginia,23320,South,Furniture,Chairs,1139.92,4,0,284.98,854.94,33%
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,229.544,7,0.2,83.2097,146.3343,57%
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Storage,143.728,2,0.2,-32.3388,176.0668,-18%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,36.048,3,0.2,-0.9012,36.9492,-2%
Standard Class,Corporate,United States,Woodstock,Illinois,60098,Central,Furniture,Chairs,845.488,8,0.3,-12.0784,857.5664,-1%
First Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Art,50.94,3,0,14.2632,36.6768,39%
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,762.594,3,0.8,-1143.891,1906.485,-60%
Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Furniture,Furnishings,56.28,6,0,15.7584,40.5216,39%
Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Binders,2690.97,3,0,1264.7559,1426.2141,89%
Standard Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,7.434,6,0.7,-5.6994,13.1334,-43%
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,64.784,1,0.2,-12.9568,77.7408,-17%
Standard Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,28.16,4,0,13.2352,14.9248,89%
Second Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,14.98,1,0,6.8908,8.0892,85%
Second Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,20.32,4,0,6.9088,13.4112,52%
Same Day,Corporate,United States,Franklin,Massachusetts,2038,East,Office Supplies,Storage,40.29,3,0,10.4754,29.8146,35%
Standard Class,Consumer,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Labels,20.23,7,0,9.5081,10.7219,89%
First Class,Corporate,United States,San Diego,California,92037,West,Furniture,Chairs,1603.136,4,0.2,100.196,1502.94,7%
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Chairs,225.296,2,0.2,22.5296,202.7664,11%
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Accessories,67.8,4,0,4.068,63.732,6%
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Phones,377.97,3,0,98.2722,279.6978,35%
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Bookcases,1628.82,9,0,374.6286,1254.1914,30%
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,286.93,7,0,140.5957,146.3343,96%
Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Paper,20.736,4,0.2,7.2576,13.4784,54%
Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,31.44,3,0,8.4888,22.9512,37%
Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,83.79,7,0,22.6233,61.1667,37%
Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,59.52,3,0,15.4752,44.0448,35%
Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Supplies,31.92,4,0,9.2568,22.6632,41%
Second Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Supplies,14.72,5,0.2,-3.312,18.032,-18%
Second Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Storage,38.976,3,0.2,-2.436,41.412,-6%
Standard Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,17.088,2,0.2,1.068,16.02,7%
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,74.352,3,0.2,23.235,51.117,45%
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Chairs,314.352,3,0.2,-35.3646,349.7166,-10%
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,4.26,1,0,1.7466,2.5134,69%
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,811.28,8,0,24.3384,786.9416,3%
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Fasteners,6.03,3,0,2.9547,3.0753,96%
Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Chairs,153.568,2,0.2,-5.7588,159.3268,-4%
Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Chairs,1013.488,7,0.2,76.0116,937.4764,8%
Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Envelopes,52.34,2,0,24.5998,27.7402,89%
Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Art,4.66,2,0,1.3514,3.3086,41%
Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Technology,Accessories,254.97,3,0,91.7892,163.1808,56%
Second Class,Home Office,United States,Orange,New Jersey,7050,East,Office Supplies,Binders,25.44,6,0,12.72,12.72,100%
Second Class,Home Office,United States,Orange,New Jersey,7050,East,Office Supplies,Supplies,27.93,3,0,8.0997,19.8303,41%
Standard Class,Consumer,United States,Woodstock,Illinois,60098,Central,Office Supplies,Binders,8.85,5,0.8,-13.7175,22.5675,-61%
Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,6.96,4,0,2.2272,4.7328,47%
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,17.456,2,0.2,5.8914,11.5646,51%
Standard Class,Consumer,United States,Tempe,Arizona,85281,West,Furniture,Chairs,307.92,5,0.2,-34.641,342.561,-10%
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,6.63,3,0,1.7901,4.8399,37%
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,12.96,2,0,6.2208,6.7392,92%
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,32.4,5,0,15.552,16.848,92%
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,23.85,5,0,10.7325,13.1175,82%
Second Class,Consumer,United States,Lake Charles,Louisiana,70601,South,Furniture,Chairs,51.96,2,0,12.99,38.97,33%
Second Class,Consumer,United States,Lake Charles,Louisiana,70601,South,Office Supplies,Binders,17.94,3,0,8.6112,9.3288,92%
Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,11.56,2,0,5.6644,5.8956,96%
Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,26.4,5,0,11.88,14.52,82%
Standard Class,Corporate,United States,Rochester,New York,14609,East,Furniture,Furnishings,69.08,11,0,29.0136,40.0664,72%
Standard Class,Corporate,United States,Rochester,New York,14609,East,Technology,Phones,35.88,3,0,10.0464,25.8336,39%
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Art,49.65,5,0,20.853,28.797,72%
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Technology,Copiers,959.968,4,0.2,119.996,839.972,14%
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Chairs,408.422,2,0.3,-5.8346,414.2566,-1%
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Copiers,479.984,2,0.2,59.998,419.986,14%
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,12.6,4,0,6.048,6.552,92%
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,184.66,7,0,84.9436,99.7164,85%
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,23.12,5,0.2,8.381,14.739,57%
Standard Class,Corporate,United States,Highland Park,Illinois,60035,Central,Office Supplies,Paper,37.464,7,0.2,12.1758,25.2882,48%
Standard Class,Corporate,United States,Highland Park,Illinois,60035,Central,Furniture,Chairs,539.658,3,0.3,-7.7094,547.3674,-1%
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Storage,310.12,2,0,80.6312,229.4888,35%
Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Paper,8.56,2,0,3.852,4.708,82%
Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Storage,52.4,5,0,14.148,38.252,37%
Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Labels,14.94,3,0,6.8724,8.0676,85%
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Fasteners,11.22,3,0,0.2244,10.9956,2%
Standard Class,Consumer,United States,Coral Springs,Florida,33065,South,Office Supplies,Appliances,387.136,4,0.2,24.196,362.94,7%
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Envelopes,41.4,5,0,19.458,21.942,89%
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Art,35,4,0,10.5,24.5,43%
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Binders,39.552,3,0.2,14.3376,25.2144,57%
Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Technology,Phones,135.72,3,0,35.2872,100.4328,35%
Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Office Supplies,Binders,12.56,2,0,5.652,6.908,82%
Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Technology,Phones,263.96,4,0,71.2692,192.6908,37%
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art,5.952,1,0.2,0.372,5.58,7%
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,15.8,5,0.2,2.37,13.43,18%
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,14.368,2,0.2,3.9512,10.4168,38%
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,70.448,7,0.2,12.3284,58.1196,21%
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,129.3,2,0,6.465,122.835,5%
Second Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Binders,3.882,3,0.8,-5.823,9.705,-60%
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Fasteners,6.08,1,0,3.04,3.04,100%
First Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Appliances,19.9,1,0,8.955,10.945,82%
First Class,Consumer,United States,Watertown,New York,13601,East,Furniture,Furnishings,70.71,1,0,4.9497,65.7603,8%
Second Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,18.84,3,0,7.9128,10.9272,72%
Standard Class,Consumer,United States,Apple Valley,Minnesota,55124,Central,Office Supplies,Art,8.64,3,0,2.5056,6.1344,41%
Standard Class,Home Office,United States,Burlington,North Carolina,27217,South,Office Supplies,Binders,1633.188,4,0.7,-1306.5504,2939.7384,-44%
Standard Class,Home Office,United States,Saginaw,Michigan,48601,Central,Furniture,Furnishings,19.76,4,0,8.2992,11.4608,72%
